season,race_num,race_name,race_date,driver,car,team,team_group,rank,rank_num,grid,laps,time_retired,pts_rank,pts_pole,pts_bonus,points
3,4,2017 Mexico City,2017-04-01,José María López,37,Virgin-Citröen,Virgin,6,6,2,45,+10.631,8,0,0,8
5,7,2019 Rome,2019-04-13,Oliver Rowland,22,e.Dams-Nissan,Nissan-Renault,6,6,10,29,+11.262,8,0,0,8
5,13,2019 New York City race 2,2019-07-14,Oliver Rowland,22,e.Dams-Nissan,Nissan-Renault,6,6,7,36,+8.382,8,0,0,8
3,10,2017 New York City race 2,2017-07-16,Nico Prost,8,e.Dams-Renault,Nissan-Renault,6,6,14,49,+30.471,8,0,0,8
3,11,2017 Montreal,2017-07-29,Nico Prost,8,e.Dams-Renault,Nissan-Renault,6,6,4,35,+10.058,8,0,0,8
4,7,2018 Rome,2018-04-14,Sébastien Buemi,9,e.Dams-Renault,Nissan-Renault,6,6,5,33,+19.835,8,0,0,8
5,1,2018 Ad Diriyah,2018-12-15,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,6,6,3,33,+6.625,8,0,0,8
6,8,2020 Berlin race 3,2020-08-08,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,6,6,9,35,+5.547,8,0,0,8
7,1,2021 Diriyah,2021-02-26,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,6,6,10,32,+9.318,8,0,0,8
1,7,2015 Monaco,2015-05-09,Nico Prost,8,e.dams-Renault,Nissan-Renault,6,6,7,47,+11.032,8,0,0,8
2,2,2015 Putrajaya,2015-11-07,Daniel Abt,66,ABT Schaeffler Audi Sport,Audi,7,7,10,33,+37.283,6,0,0,6
2,5,2016 Mexico City,2016-03-12,Daniel Abt,66,ABT Schaeffler Audi Sport,Audi,7,7,4,43,+30.051,6,0,0,6
1,6,2015 Long Beach,2015-04-04,António Félix da Costa,55,Amlin Aguri,Techeetah,7,7,7,39,+16.171s,6,0,0,6
1,9,2015 Moscow,2015-06-06,António Félix da Costa,55,Amlin Aguri,Techeetah,7,7,14,35,+30.529,6,0,0,6
1,8,2015 Berlin,2015-05-23,Jean-Éric Vergne,27,Andretti,BMW-Andretti,7,7,10,33,+13.678,6,0,0,6
2,7,2016 Paris,2016-04-23,Robin Frijns,27,Andretti,BMW-Andretti,7,7,6,45,+5.141,6,0,0,6
4,5,2018 Mexico City,2018-03-03,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,7,7,5,47,+17.157,6,0,0,6
5,3,2019 Santiago,2019-01-26,Alexander Sims,27,Andretti-BMW,BMW-Andretti,7,7,8,36,+27.5903,6,0,0,6
5,8,2019 Paris,2019-04-27,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,7,7,14,32,+7.238,6,0,0,6
5,10,2019 Berlin,2019-05-25,Alexander Sims,27,Andretti-BMW,BMW-Andretti,7,7,11,37,+8.235,6,0,0,6
4,8,2018 Paris,2018-04-28,Daniel Abt,66,Audi,Audi,7,7,14,49,+13.918,6,0,0,6
5,2,2019 Marrakesh,2019-01-12,Lucas di Grassi,11,Audi,Audi,7,7,11,31,+1.633,6,0,1,7
5,7,2019 Rome,2019-04-13,Lucas di Grassi,11,Audi,Audi,7,7,13,29,+24.340,6,0,0,6
6,3,2020 Santiago,2020-01-18,Lucas di Grassi,11,Audi,Audi,7,7,22,40,+14.437,6,0,0,6
6,5,2020 Marrakesh,2020-02-29,Lucas di Grassi,11,Audi,Audi,7,7,13,34,+18.706,6,0,0,6
3,3,2017 Buenos Aires,2017-02-18,Daniel Abt,66,Audi Sport ABT,Audi,7,7,16,37,+35.801,6,0,0,6
3,4,2017 Mexico City,2017-04-01,Daniel Abt,66,Audi Sport ABT,Audi,7,7,18,45,+11.694,6,0,0,6
3,5,2017 Monaco,2017-05-13,Daniel Abt,66,Audi Sport ABT,Audi,7,7,9,51,+20.430,6,0,0,6
3,12,2017 Montreal race 2,2017-07-30,Lucas di Grassi,11,Audi Sport ABT,Audi,7,7,5,37,+24.855,6,0,0,6
2,1,2015 Beijing,2015-10-24,Sam Bird,2,DS Virgin Racing,Virgin,7,7,9,26,+47.531,6,0,0,6
2,3,2015 Punta del Este,2015-12-19,Jean-Éric Vergne,25,DS Virgin Racing,Virgin,7,7,17,33,+57.726,6,0,0,6
2,9,2016 London,2016-07-02,Sam Bird,2,DS Virgin Racing,Virgin,7,7,7,33,+10.986,6,0,0,6
2,6,2016 Long Beach,2016-04-02,Jérôme d'Ambrosio,7,Dragon,Dragon,7,7,9,41,+6.735,6,0,0,6
1,1,2014 Beijing,2014-09-13,Oriol Servià,6,Dragon Racing,Dragon,7,7,10,25,+41.968,6,0,0,6
1,2,2014 Putrajaya,2014-11-22,Oriol Servià,6,Dragon Racing,Dragon,7,7,1,31,+ 18.621,6,0,0,6
1,5,2015 Miami,2015-03-14,Loïc Duval,6,Dragon Racing,Dragon,7,7,18,39,+9.498s,6,0,0,6
3,1,2016 Hong Kong,2016-10-09,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,7,7,18,45,+28.443,6,0,0,6
4,7,2018 Rome,2018-04-14,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,7,7,18,33,+24.379,6,0,0,6
3,11,2017 Montreal,2017-07-29,Mitch Evans,20,Jaguar,Jaguar,7,7,6,35,+10.457,6,0,0,6
4,4,2018 Santiago,2018-02-03,Mitch Evans,20,Jaguar,Jaguar,7,7,20,37,+7.099,6,0,0,6
4,10,2018 Zürich,2018-06-10,Mitch Evans,20,Jaguar,Jaguar,7,7,1,39,+30.631,6,3,0,9
4,12,2018 New York City race 2,2018-07-15,Nelson Piquet Jr.,3,Jaguar,Jaguar,7,7,7,43,+20.592,6,0,0,6
5,4,2019 Mexico City,2019-02-16,Mitch Evans,20,Jaguar,Jaguar,7,7,17,45,+5.800,6,0,0,6
5,5,2019 Hong Kong,2019-03-10,Mitch Evans,20,Jaguar,Jaguar,7,7,17,36,+4.017,6,0,0,6
5,11,2019 Swiss,2019-06-22,Alex Lynn,3,Jaguar,Jaguar,7,7,10,31,+9.972,6,0,0,6
6,2,2019 Diriyah race 2,2019-11-23,James Calado,51,Jaguar,Jaguar,7,7,21,30,+17.221,6,0,0,6
6,9,2020 Berlin race 4,2020-08-09,Mitch Evans,20,Jaguar,Jaguar,7,7,11,37,+14.814,6,0,0,6
6,10,2020 Berlin race 5,2020-08-12,Mitch Evans,20,Jaguar,Jaguar,7,7,14,36,+14.106,6,0,0,6
2,8,2016 Berlin,2016-05-21,Nick Heidfeld,23,Mahindra,Mahindra,7,7,16,48,+7.700,6,0,0,6
4,3,2018 Marrakesh,2018-01-13,Nick Heidfeld,23,Mahindra,Mahindra,7,7,18,33,+28.381,6,0,0,6
5,6,2019 Sanya,2019-03-23,Pascal Wehrlein,94,Mahindra,Mahindra,7,7,9,36,+18.367,6,0,0,6
5,12,2019 New York City,2019-07-13,Pascal Wehrlein,94,Mahindra,Mahindra,7,7,2,36,+6.543,6,0,0,6
6,8,2020 Berlin race 3,2020-08-08,Jérôme d'Ambrosio,64,Mahindra,Mahindra,7,7,3,35,+7.893,6,0,0,6
7,1,2021 Diriyah,2021-02-26,Alexander Sims,29,Mahindra,Mahindra,7,7,11,32,+9.686,6,0,0,6
2,4,2016 Buenos Aires,2016-02-06,Nick Heidfeld,23,Mahindra Racing,Mahindra,7,7,13,35,+16.444,6,0,0,6
2,10,2016 London race 2,2016-07-03,Nick Heidfeld,23,Mahindra Racing,Mahindra,7,7,5,33,+1:07.5445,6,0,0,6
1,11,2015 London race 2,2015-06-28,Nelson Piquet Jr.,99,NEXTEV TCR,NIO-NextEV,7,7,16,29,+11.561,6,0,0,6
4,6,2018 Punta del Este,2018-03-17,Oliver Turvey,16,NIO,NIO-NextEV,7,7,4,37,+11.818,6,0,0,6
3,2,2016 Marrakesh,2016-11-12,Oliver Turvey,88,NextEV NIO,NIO-NextEV,7,7,8,33,,6,0,0,6
3,6,2017 Paris,2017-05-20,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,7,7,11,49,+32.420,6,0,0,6
5,9,2019 Monaco,2019-05-11,André Lotterer,36,Techeetah-DS,Techeetah,7,7,20,51,+16.848,6,0,0,6
5,13,2019 New York City race 2,2019-07-14,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,7,7,12,36,+9.446,6,0,0,6
6,11,2020 Berlin race 6,2020-08-13,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,7,7,21,36,+12.895,6,0,0,6
4,11,2018 New York City,2018-07-14,André Lotterer,18,Techeetah-Renault,Techeetah,7,7,19,43,+5.810,6,0,0,6
1,7,2015 Monaco,2015-05-09,Stéphane Sarrazin,30,Venturi,Venturi,7,7,10,47,+26.472,6,0,0,6
3,10,2017 New York City race 2,2017-07-16,Tom Dillmann,4,Venturi,Venturi,7,7,10,49,+41.862,6,0,0,6
4,1,2017 Hong Kong,2017-12-02,Edoardo Mortara,4,Venturi,Venturi,7,7,18,43,+19.797,6,0,0,6
4,2,2017 Hong Kong race 2,2017-12-03,Maro Engel,5,Venturi,Venturi,7,7,15,45,+15.676,6,0,0,6
6,1,2019 Diriyah,2019-11-22,Edoardo Mortara,48,Venturi-Mercedes,Venturi,7,7,4,34,+5.122,6,0,0,6
1,4,2015 Buenos Aires,2015-01-10,Sam Bird,2,Virgin Racing,Virgin,7,7,4,35,+13.617s,6,0,2,8
4,9,2018 Berlin,2018-05-19,Sam Bird,2,Virgin-Citroën,Virgin,7,7,10,45,+34.610,6,0,0,6
3,7,2017 Berlin,2017-06-10,Sam Bird,2,Virgin-Citröen,Virgin,7,7,5,44,+20.065,6,0,0,6
3,8,2017 Berlin race 2,2017-06-11,Sam Bird,2,Virgin-Citröen,Virgin,7,7,4,46,+21.959,6,0,0,6
3,9,2017 New York City,2017-07-15,Pierre Gasly,9,e.Dams-Renault,Nissan-Renault,7,7,19,43,+9.321,6,0,0,6
5,1,2018 Ad Diriyah,2018-12-15,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,7,7,14,33,+9.105,6,0,0,6
6,4,2020 Mexico City,2020-02-15,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,7,7,12,36,+29.750,6,0,0,6
6,6,2020 Berlin,2020-08-05,Sébastien Buemi,23,e.dams-Nissan,Nissan-Renault,7,7,4,36,+14.926,6,0,0,6
6,7,2020 Berlin race 2,2020-08-06,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,7,7,7,38,+13.897,6,0,0,6
7,2,2021 Diriyah race 2,2021-02-27,Oliver Rowland,22,e.dams-Nissan,Nissan-Renault,7,7,13,29,+16.389,6,0,0,6
1,3,2014 Punta del Este,2014-12-13,Nico Prost,8,e.dams-Renault,Nissan-Renault,7,7,3,31,+6.514,6,0,0,6
1,10,2015 London,2015-06-27,Nico Prost,8,e.dams-Renault,Nissan-Renault,7,7,6,29,+8.553,6,0,0,6
2,3,2015 Punta del Este,2015-12-19,Daniel Abt,66,ABT Schaeffler Audi Sport,Audi,8,8,7,33,+1:00.744,4,0,0,4
2,7,2016 Paris,2016-04-23,António Félix da Costa,55,Aguri,Techeetah,8,8,10,45,+7.000,4,0,0,4
1,2,2014 Putrajaya,2014-11-22,António Félix da Costa,55,Amlin Aguri,Techeetah,8,8,10,31,+19.926,4,0,0,4
1,11,2015 London race 2,2015-06-28,Salvador Durán,77,Amlin Aguri,Techeetah,8,8,8,29,+12.402,4,0,0,4
2,4,2016 Buenos Aires,2016-02-06,Robin Frijns,27,Amlin Andretti,BMW-Andretti,8,8,6,35,+18.685,4,0,0,4
3,11,2017 Montreal,2017-07-29,Robin Frijns,27,Andretti-BMW,BMW-Andretti,8,8,13,35,+15.836,4,0,0,4
4,3,2018 Marrakesh,2018-01-13,Tom Blomqvist,27,Andretti-BMW,BMW-Andretti,8,8,12,33,+32.380,4,0,0,4
4,10,2018 Zürich,2018-06-10,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,8,8,14,39,+31.301,4,0,0,4
6,1,2019 Diriyah,2019-11-22,Alexander Sims,27,Andretti-BMW,BMW-Andretti,8,8,1,34,+5.715,4,3,0,7
5,1,2018 Ad Diriyah,2018-12-15,Daniel Abt,66,Audi,Audi,8,8,11,33,+9.819,4,0,0,4
6,6,2020 Berlin,2020-08-05,Lucas di Grassi,11,Audi,Audi,8,8,20,36,+17.311,4,0,0,4
6,8,2020 Berlin race 3,2020-08-08,Lucas di Grassi,11,Audi,Audi,8,8,10,35,+12.672,4,0,0,4
7,2,2021 Diriyah race 2,2021-02-27,Lucas di Grassi,11,Audi,Audi,8,8,15,29,+20.612,4,0,0,4
1,1,2014 Beijing,2014-09-13,Nelson Piquet Jr.,99,China Racing,NIO-NextEV,8,8,9,25,+43.896,4,0,0,4
2,10,2016 London race 2,2016-07-03,Jean-Éric Vergne,25,DS Virgin Racing,Virgin,8,8,7,33,+1:08.00256,4,0,0,4
2,6,2016 Long Beach,2016-04-02,Loïc Duval,6,Dragon,Dragon,8,8,17,41,+8.057,4,0,0,4
1,3,2014 Punta del Este,2014-12-13,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,8,8,17,31,+7.567,4,0,0,4
1,10,2015 London,2015-06-27,Loïc Duval,6,Dragon Racing,Dragon,8,8,11,29,+9.507,4,0,0,4
2,9,2016 London,2016-07-02,Jérôme d'Ambrosio,7,Dragon Racing,Dragon,8,8,12,33,+12.106,4,0,0,4
3,3,2017 Buenos Aires,2017-02-18,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,8,8,9,37,+36.335,4,0,0,4
4,4,2018 Santiago,2018-02-03,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,8,8,12,37,+13.308,4,0,0,4
4,6,2018 Punta del Este,2018-03-17,José María López,6,Dragon-Penske,Dragon,8,8,18,37,+12.612,4,0,1,5
5,5,2019 Hong Kong,2019-03-10,Gary Paffett,17,HWA-Venturi,Mercedes,8,8,4,36,+4.368,4,0,0,4
5,8,2019 Paris,2019-04-27,Gary Paffett,17,HWA-Venturi,Mercedes,8,8,17,32,+7.901,4,0,0,4
5,13,2019 New York City race 2,2019-07-14,Stoffel Vandoorne,5,HWA-Venturi,Mercedes,8,8,5,36,+9.738,4,0,0,4
3,4,2017 Mexico City,2017-04-01,Adam Carroll,47,Jaguar,Jaguar,8,8,10,45,+13.722,4,0,0,4
5,9,2019 Monaco,2019-05-11,Alex Lynn,3,Jaguar,Jaguar,8,8,7,51,+18.112,4,0,0,4
6,3,2020 Santiago,2020-01-18,James Calado,51,Jaguar,Jaguar,8,8,18,40,+18.255,4,0,0,4
4,8,2018 Paris,2018-04-28,Felix Rosenqvist,19,Mahindra,Mahindra,8,8,11,49,+15.271,4,0,0,4
4,12,2018 New York City race 2,2018-07-15,Nick Heidfeld,23,Mahindra,Mahindra,8,8,13,43,+24.275,4,0,0,4
5,7,2019 Rome,2019-04-13,Jérôme d'Ambrosio,64,Mahindra,Mahindra,8,8,19,29,+28.633,4,0,0,4
6,11,2020 Berlin race 6,2020-08-13,Alex Lynn,94,Mahindra,Mahindra,8,8,7,36,+14.719,4,0,0,4
2,5,2016 Mexico City,2016-03-12,Nick Heidfeld,23,Mahindra Racing,Mahindra,8,8,8,43,+36.373,4,0,0,4
7,1,2021 Diriyah,2021-02-26,Stoffel Vandoorne,5,Mercedes,Mercedes,8,8,15,32,+9.973,4,0,0,4
1,7,2015 Monaco,2015-05-09,Charles Pic,88,NEXTEV TCR,NIO-NextEV,8,8,18,47,+49.538,4,0,0,4
2,2,2015 Putrajaya,2015-11-07,Nelson Piquet Jr.,1,NEXTEV TCR,NIO-NextEV,8,8,16,33,+40.623,4,0,0,4
5,3,2019 Santiago,2019-01-26,Oliver Turvey,16,NIO,NIO-NextEV,8,8,18,36,+45.059,4,0,0,4
3,1,2016 Hong Kong,2016-10-09,Oliver Turvey,88,NextEV NIO,NIO-NextEV,8,8,2,45,+30.355,4,0,0,4
6,5,2020 Marrakesh,2020-02-29,André Lotterer,36,Porsche,Porsche,8,8,3,34,+19.498,4,0,0,4
6,9,2020 Berlin race 4,2020-08-09,André Lotterer,36,Porsche,Porsche,8,8,18,37,+15.755,4,0,0,4
2,1,2015 Beijing,2015-10-24,Nathanaël Berthon,77,Team Aguri,Techeetah,8,8,17,26,+58.620,4,0,0,4
6,2,2019 Diriyah race 2,2019-11-23,Jean-Éric Vergne,25,Techeetah-DS,Techeetah,8,8,24,30,+19.394,4,0,0,4
3,2,2016 Marrakesh,2016-11-12,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,8,8,4,33,,4,0,0,4
3,5,2017 Monaco,2017-05-13,Esteban Gutiérrez,33,Techeetah-Renault,Techeetah,8,8,13,51,+32.295,4,0,0,4
3,7,2017 Berlin,2017-06-10,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,8,8,6,44,+20.6893,4,0,0,4
3,10,2017 New York City race 2,2017-07-16,Jean-Éric Vergne,25,Techeetah-Renault,Techeetah,8,8,3,49,+52.292,4,0,0,4
3,12,2017 Montreal race 2,2017-07-30,Stéphane Sarrazin,33,Techeetah-Renault,Techeetah,8,8,9,37,+26.038,4,0,0,4
1,4,2015 Buenos Aires,2015-01-10,Nick Heidfeld,23,Venturi,Venturi,8,8,3,35,+15.464,4,0,0,4
2,8,2016 Berlin,2016-05-21,Mike Conway,12,Venturi,Venturi,8,8,11,48,+8.305,4,0,0,4
3,6,2017 Paris,2017-05-20,Tom Dillmann,5,Venturi,Venturi,8,8,15,49,+32.929,4,0,0,4
4,5,2018 Mexico City,2018-03-03,Edoardo Mortara,4,Venturi,Venturi,8,8,18,47,+26.511,4,0,0,4
4,7,2018 Rome,2018-04-14,Maro Engel,5,Venturi,Venturi,8,8,14,33,+26.350,4,0,0,4
4,9,2018 Berlin,2018-05-19,Maro Engel,5,Venturi,Venturi,8,8,13,45,+37.814,4,0,0,4
4,11,2018 New York City,2018-07-14,Maro Engel,5,Venturi,Venturi,8,8,8,43,+6.312,4,0,0,4
5,4,2019 Mexico City,2019-02-16,Felipe Massa,19,Venturi,Venturi,8,8,3,45,+8.084,4,0,0,4
5,11,2019 Swiss,2019-06-22,Felipe Massa,19,Venturi,Venturi,8,8,12,31,+12.310,4,0,0,4
6,4,2020 Mexico City,2020-02-15,Edoardo Mortara,48,Venturi-Mercedes,Venturi,8,8,11,36,+30.204,4,0,0,4
6,7,2020 Berlin race 2,2020-08-06,Edoardo Mortara,48,Venturi-Mercedes,Venturi,8,8,10,38,+16.367,4,0,0,4
6,10,2020 Berlin race 5,2020-08-12,Edoardo Mortara,48,Venturi-Mercedes,Venturi,8,8,10,36,+17.134,4,0,0,4
1,5,2015 Miami,2015-03-14,Sam Bird,2,Virgin Racing,Virgin,8,8,3,39,+19.817s,4,0,0,4
1,6,2015 Long Beach,2015-04-04,Jaime Alguersuari,3,Virgin Racing,Virgin,8,8,14,39,+17.975s,4,0,0,4
1,8,2015 Berlin,2015-05-23,Sam Bird,2,Virgin Racing,Virgin,8,8,15,33,+14.055,4,0,0,4
5,12,2019 New York City,2019-07-13,Sam Bird,2,Virgin-Audi,Virgin,8,8,6,36,+13.8291,4,0,0,4
4,1,2017 Hong Kong,2017-12-02,Alex Lynn,36,Virgin-Citroën,Virgin,8,8,16,43,+20.904,4,0,0,4
5,2,2019 Marrakesh,2019-01-12,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,8,8,2,31,+2.455,4,0,0,4
5,6,2019 Sanya,2019-03-23,Sébastien Buemi,23,e.Dams-Nissan,Nissan-Renault,8,8,PL,36,+19.4053,4,0,0,4
5,10,2019 Berlin,2019-05-25,Oliver Rowland,22,e.Dams-Nissan,Nissan-Renault,8,8,12,37,+10.781,4,0,0,4
3,8,2017 Berlin race 2,2017-06-11,Nico Prost,8,e.Dams-Renault,Nissan-Renault,8,8,10,46,+22.155,4,0,0,4
3,9,2017 New York City,2017-07-15,Nico Prost,8,e.Dams-Renault,Nissan-Renault,8,8,9,43,+10.036,4,0,0,4
4,2,2017 Hong Kong race 2,2017-12-03,Nico Prost,8,e.Dams-Renault,Nissan-Renault,8,8,14,45,+18.905,4,0,0,4
1,9,2015 Moscow,2015-06-06,Nico Prost,8,e.dams-Renault,Nissan-Renault,8,8,6,35,+31.556,4,0,0,4
1,7,2015 Monaco,2015-05-09,António Félix da Costa,55,Amlin Aguri,Techeetah,9,9,20,47,+52.658,2,0,0,2
2,6,2016 Long Beach,2016-04-02,Simona de Silvestro,28,Andretti,BMW-Andretti,9,9,12,41,+10.505,2,0,0,2
2,8,2016 Berlin,2016-05-21,Simona de Silvestro,28,Andretti,BMW-Andretti,9,9,10,48,+12.473,2,0,0,2
3,9,2017 New York City,2017-07-15,Robin Frijns,27,Andretti-BMW,BMW-Andretti,9,9,16,43,+11.019,2,0,0,2
3,10,2017 New York City race 2,2017-07-16,Robin Frijns,27,Andretti-BMW,BMW-Andretti,9,9,19,49,+60.475,2,0,0,2
4,4,2018 Santiago,2018-02-03,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,9,9,16,37,+14.811,2,0,0,2
5,7,2019 Rome,2019-04-13,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,9,9,11,29,+30.6513,2,0,0,2
5,13,2019 New York City race 2,2019-07-14,António Félix da Costa,28,Andretti-BMW,BMW-Andretti,9,9,14,36,+11.727,2,0,0,2
6,6,2020 Berlin,2020-08-05,Alexander Sims,27,Andretti-BMW,BMW-Andretti,9,9,16,36,+17.673,2,0,0,2
4,5,2018 Mexico City,2018-03-03,Lucas di Grassi,1,Audi,Audi,9,9,20,47,+29.208,2,0,1,3
5,1,2018 Ad Diriyah,2018-12-15,Lucas di Grassi,11,Audi,Audi,9,9,18,33,+10.936,2,0,0,2
5,11,2019 Swiss,2019-06-22,Lucas di Grassi,11,Audi,Audi,9,9,19,31,+13.073,2,0,0,2
7,1,2021 Diriyah,2021-02-26,Lucas di Grassi,11,Audi,Audi,9,9,16,32,+11.089,2,0,0,2
1,5,2015 Miami,2015-03-14,Lucas di Grassi,11,Audi Sport ABT,Audi,9,9,6,39,+20.631s,2,0,0,2
1,3,2014 Punta del Este,2014-12-13,Oriol Servià,6,Dragon Racing,Dragon,9,9,11,31,+8.646,2,0,0,2
1,4,2015 Buenos Aires,2015-01-10,Oriol Servià,6,Dragon Racing,Dragon,9,9,13,35,+19.334,2,0,0,2
1,6,2015 Long Beach,2015-04-04,Loïc Duval,6,Dragon Racing,Dragon,9,9,17,39,+18.436s,2,0,0,2
3,12,2017 Montreal race 2,2017-07-30,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,9,9,10,37,+28.282,2,0,0,2
4,6,2018 Punta del Este,2018-03-17,Jérôme d'Ambrosio,7,Dragon-Penske,Dragon,9,9,10,37,+22.242,2,0,0,2
5,3,2019 Santiago,2019-01-26,José María López,7,Dragon-Penske,Dragon,9,9,10,36,+45.3764,2,0,0,2
6,2,2019 Diriyah race 2,2019-11-23,Brendon Hartley,6,Dragon-Penske,Dragon,9,9,19,30,+20.702,2,0,0,2
5,9,2019 Monaco,2019-05-11,Stoffel Vandoorne,5,HWA-Venturi,Mercedes,9,9,10,51,+18.551,2,0,0,2
3,6,2017 Paris,2017-05-20,Mitch Evans,20,Jaguar,Jaguar,9,9,8,49,+33.369,2,0,0,2
4,7,2018 Rome,2018-04-14,Mitch Evans,20,Jaguar,Jaguar,9,9,3,33,+37.709,2,0,0,2
5,2,2019 Marrakesh,2019-01-12,Mitch Evans,20,Jaguar,Jaguar,9,9,6,31,+2.980,2,0,0,2
5,6,2019 Sanya,2019-03-23,Mitch Evans,20,Jaguar,Jaguar,9,9,20,36,+20.646,2,0,0,2
6,8,2020 Berlin race 3,2020-08-08,Mitch Evans,20,Jaguar,Jaguar,9,9,19,35,+13.511,2,0,1,3
2,7,2016 Paris,2016-04-23,Bruno Senna,21,Mahindra,Mahindra,9,9,13,45,+8.433,2,0,0,2
3,2,2016 Marrakesh,2016-11-12,Nick Heidfeld,23,Mahindra,Mahindra,9,9,11,33,,2,0,0,2
3,11,2017 Montreal,2017-07-29,Felix Rosenqvist,19,Mahindra,Mahindra,9,9,3,35,+16.764,2,0,0,2
5,12,2019 New York City,2019-07-13,Jérôme d'Ambrosio,64,Mahindra,Mahindra,9,9,22,36,+23.7192,2,0,0,2
6,1,2019 Diriyah,2019-11-22,Jérôme d'Ambrosio,64,Mahindra,Mahindra,9,9,6,34,+6.628,2,0,0,2
6,4,2020 Mexico City,2020-02-15,Pascal Wehrlein,94,Mahindra,Mahindra,9,9,24,36,+31.132,2,0,0,2
6,9,2020 Berlin race 4,2020-08-09,Alex Lynn,94,Mahindra,Mahindra,9,9,7,37,+21.001,2,0,0,2
2,2,2015 Putrajaya,2015-11-07,Nick Heidfeld,23,Mahindra Racing,Mahindra,9,9,11,33,+52.904,2,0,0,2
6,10,2020 Berlin race 5,2020-08-12,Stoffel Vandoorne,5,Mercedes,Mercedes,9,9,18,36,+18.949,2,0,0,2
7,2,2021 Diriyah race 2,2021-02-27,Nyck de Vries,17,Mercedes,Mercedes,9,9,20,29,+22.482,2,0,1,3
1,10,2015 London,2015-06-27,Oliver Turvey,88,NEXTEV TCR,NIO-NextEV,9,9,7,29,+10.032,2,0,0,2
1,11,2015 London race 2,2015-06-28,Oliver Turvey,88,NEXTEV TCR,NIO-NextEV,9,9,12,29,+14.142,2,0,0,2
2,4,2016 Buenos Aires,2016-02-06,Oliver Turvey,88,NEXTEV TCR,NIO-NextEV,9,9,11,35,+22.007,2,0,0,2
4,8,2018 Paris,2018-04-28,Oliver Turvey,16,NIO,NIO-NextEV,9,9,9,49,+19.557,2,0,0,2
4,10,2018 Zürich,2018-06-10,Oliver Turvey,16,NIO,NIO-NextEV,9,9,20,39,+32.180,2,0,0,2
5,5,2019 Hong Kong,2019-03-10,Oliver Turvey,16,NIO,NIO-NextEV,9,9,19,36,+5.624,2,0,0,2
3,3,2017 Buenos Aires,2017-02-18,Oliver Turvey,88,NextEV NIO,NIO-NextEV,9,9,4,37,+37.111,2,0,0,2
3,4,2017 Mexico City,2017-04-01,Nelson Piquet Jr.,3,NextEV NIO,NIO-NextEV,9,9,16,45,+14.156,2,0,0,2
3,8,2017 Berlin race 2,2017-06-11,Oliver Turvey,88,NextEV NIO,NIO-NextEV,9,9,6,46,+34.949,2,0,0,2
2,10,2016 London race 2,2016-07-03,Nelson Piquet Jr.,1,NextEV TCR,NIO-NextEV,9,9,9,33,+1:14.270,2,0,0,2
6,7,2020 Berlin race 2,2020-08-06,André Lotterer,36,Porsche,Porsche,9,9,12,38,+16.893,2,0,0,2
6,11,2020 Berlin race 6,2020-08-13,António Félix da Costa,13,Techeetah-DS,Techeetah,9,9,19,36,+15.304,2,0,0,2
4,9,2018 Berlin,2018-05-19,André Lotterer,18,Techeetah-Renault,Techeetah,9,9,20,45,+44.359,2,0,0,2
4,12,2018 New York City race 2,2018-07-15,André Lotterer,18,Techeetah-Renault,Techeetah,9,9,2,43,+28.821,2,0,0,2
1,8,2015 Berlin,2015-05-23,Vitantonio Liuzzi,18,Trulli,Trulli,9,9,11,33,+15.636,2,0,0,2
1,1,2014 Beijing,2014-09-13,Stéphane Sarrazin,30,Venturi,Venturi,9,9,19,25,+43.975,2,0,0,2
2,1,2015 Beijing,2015-10-24,Stéphane Sarrazin,4,Venturi,Venturi,9,9,6,26,+1:07.814,2,0,0,2
2,3,2015 Punta del Este,2015-12-19,Stéphane Sarrazin,4,Venturi,Venturi,9,9,13,33,+1:03.559,2,0,0,2
2,5,2016 Mexico City,2016-03-12,Stéphane Sarrazin,4,Venturi,Venturi,9,9,9,43,+37.291,2,0,0,2
2,9,2016 London,2016-07-02,Mike Conway,12,Venturi,Venturi,9,9,15,33,+12.456,2,0,0,2
